testing_type,testing_cat,prob_inf,prob_inf_cat,sens_type,sens_cat,prop_subclin,prop_subclin_cat,symptom_adherence,risk_multiplier,risk_multi_cat,rapid_test_multiplier,rapid_test_cat,if_threshold,time_step,metric,n,mean,sd,median,p025,p100,p250,p750,p900,p975,min,max,n_missing,n_infinite,n_nan,n_total,quarantine_adherence,relative_time,metric_cat
no_testing,No testing,5e-5,"5 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,67,cume_n_infection_daily,3000,20.106166666666667,5.618095730651844,19.5,10.5,13.5,16,23.5,27.5,32.5,2.5,44.5,0,0,0,3000,0,-3,Cumulative infectious days
no_testing,No testing,5e-5,"5 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,68,cume_n_infection_daily,3000,40.243833333333335,10.869897892756638,39,22,27,32.5,46.5,55,64.5,8,88.5,0,0,0,3000,0,-2,Cumulative infectious days
no_testing,No testing,5e-5,"5 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,69,cume_n_infection_daily,3000,60.3675,15.884640411951592,58.5,34.5,41.5,49,70,82,94.51250000000005,17,132.5,0,0,0,3000,0,-1,Cumulative infectious days
no_testing,No testing,5e-5,"5 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,70,cume_n_infection_daily,3000,80.5005,20.723253464680372,78,46.5,56.5,65.5,93,109.5,127,28,175.5,0,0,0,3000,0,0,Cumulative infectious days
no_testing,No testing,5e-5,"5 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,71,cume_n_infection_daily,3000,100.6375,25.330269466926108,97.5,59.987500000000004,71,82,116,136,158.5,35.5,219,0,0,0,3000,0,1,Cumulative infectious days
no_testing,No testing,5e-5,"5 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,72,cume_n_infection_daily,3000,120.69916666666667,29.63620000532807,117,73,87,99.5,138.5,161,189.5,47.5,262.5,0,0,0,3000,0,2,Cumulative infectious days
no_testing,No testing,5e-5,"5 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,73,cume_n_infection_daily,3000,140.68083333333334,33.86122280882551,136,86.5,102,116,160.5,187,218,58,305,0,0,0,3000,0,3,Cumulative infectious days
no_testing,No testing,5e-5,"5 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,74,cume_n_infection_daily,3000,161.2905,37.97786371639169,156,100.5,118,133.5,183.5,213.5,247.5,70,354.5,0,0,0,3000,0,4,Cumulative infectious days
no_testing,No testing,5e-5,"5 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,75,cume_n_infection_daily,3000,183.76766666666666,42.09358594704799,177.5,117.5,135.5,153.375,208.5,241.5,280,82,401.5,0,0,0,3000,0,5,Cumulative infectious days
no_testing,No testing,5e-5,"5 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,76,cume_n_infection_daily,3000,207.50183333333334,46.09763454461728,200.5,134.98749999999998,154.5,173.875,234.125,270.5,311.51250000000005,94.5,443,0,0,0,3000,0,6,Cumulative infectious days
