testing_type,testing_cat,prob_inf,prob_inf_cat,sens_type,sens_cat,prop_subclin,prop_subclin_cat,symptom_adherence,risk_multiplier,risk_multi_cat,rapid_test_multiplier,rapid_test_cat,if_threshold,time_step,metric,n,mean,sd,median,p025,p100,p250,p750,p900,p975,min,max,n_missing,n_infinite,n_nan,n_total,quarantine_adherence,relative_time,metric_cat
pcr_five_days_before,PCR 5 days before,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,67,cume_n_infection_daily,1000,64.381,20.418551766867704,59.5,39,44,49.5,74,91.5,121,29,143,0,0,0,1000,0,-3,Cumulative infectious days
pcr_five_days_before,PCR 5 days before,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,68,cume_n_infection_daily,1000,148.0175,52.65753278980615,131.5,90.98750000000001,101.45,112,168.625,208.05,305.5125,61,358,0,0,0,1000,0,-2,Cumulative infectious days
pcr_five_days_before,PCR 5 days before,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,69,cume_n_infection_daily,1000,276.7975,106.64157570769207,235.5,167.48749999999998,186.95,205.5,330,390.25000000000006,593.5125,100.5,675.5,0,0,0,1000,0,-1,Cumulative infectious days
pcr_five_days_before,PCR 5 days before,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,70,cume_n_infection_daily,1000,459.6996,174.00773929102456,384.59999999999997,290.49,312.68,336.475,572.15,647.89,960.7624999999999,157.4,1068.1,0,0,0,1000,0,0,Cumulative infectious days
pcr_five_days_before,PCR 5 days before,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,71,cume_n_infection_daily,1000,752.9108,243.24212532967002,636.5,511.485,546.38,576.575,920.025,1017.6499999999999,1435.3325,279.5,1566.4,0,0,0,1000,0,1,Cumulative infectious days
pcr_five_days_before,PCR 5 days before,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,72,cume_n_infection_daily,1000,1154.0448,313.8931840354995,1004.1500000000001,838.2525,884.97,925.375,1375.8999999999999,1498.35,2003.7725,486.5,2202.7000000000003,0,0,0,1000,0,2,Cumulative infectious days
pcr_five_days_before,PCR 5 days before,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,73,cume_n_infection_daily,1000,1639.1933999999999,386.1679812804348,1466.3500000000001,1235.6975,1297.5699999999997,1356.95,1911.9750000000001,2077.83,2658.3725,784.5,2954.7999999999997,0,0,0,1000,0,3,Cumulative infectious days
pcr_five_days_before,PCR 5 days before,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,74,cume_n_infection_daily,1000,2189.6524,473.7774122629852,2014.6,1669.57,1750.6399999999999,1825.3000000000002,2506.2999999999997,2778.89,3402.3724999999995,1112,3823.3,0,0,0,1000,0,4,Cumulative infectious days
pcr_five_days_before,PCR 5 days before,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,75,cume_n_infection_daily,1000,2801.1814,566.7308096129984,2665.3500000000004,2149.9175,2245.2200000000003,2348.9,3156.9249999999997,3574.5900000000006,4214.24,1447,4751.3,0,0,0,1000,0,5,Cumulative infectious days
pcr_five_days_before,PCR 5 days before,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,76,cume_n_infection_daily,1000,3449.2064,661.7589601814398,3318.8,2643.285,2793.9799999999996,2916.6249999999995,3833.8,4428.21,5028.7275,1898.5,5835.299999999999,0,0,0,1000,0,6,Cumulative infectious days
