testing_type,testing_cat,prob_inf,prob_inf_cat,sens_type,sens_cat,prop_subclin,prop_subclin_cat,symptom_adherence,risk_multiplier,risk_multi_cat,rapid_test_multiplier,rapid_test_cat,if_threshold,time_step,metric,n,mean,sd,median,p025,p100,p250,p750,p900,p975,min,max,n_missing,n_infinite,n_nan,n_total,quarantine_adherence,relative_time,metric_cat
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,67,cume_n_infection_daily,3000,553.2838333333333,104.40521141860053,549.25,429.5,449,467,604.5,707,808.6125000000004,316,978.5,0,0,0,3000,0,-3,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,68,cume_n_infection_daily,3000,1106.2366666666667,207.75977120157825,1102.5,864.5,899.5,934.5,1205,1414.5,1621.0875000000003,629,1950.5,0,0,0,3000,0,-2,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,69,cume_n_infection_daily,3000,1658.618,310.8050484929788,1655.25,1302.5,1349.9499999999998,1403,1803.125,2122.1,2433.1125,946.5,2905.5,0,0,0,3000,0,-1,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,70,cume_n_infection_daily,3000,2210.063833333333,413.2845055602145,2213.5,1740.9750000000001,1804,1867.5,2399,2822.1,3238.05,1265.5,3891.5,0,0,0,3000,0,0,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,71,cume_n_infection_daily,3000,2760.2346666666667,515.1773335398404,2773.75,2186.4875,2256.5,2329,2989.5,3527.1,4047.0125,1603,4856.5,0,0,0,3000,0,1,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,72,cume_n_infection_daily,3000,3309.5935,616.833794997729,3333.5,2634.95,2710.95,2792,3579.625,4223.299999999999,4851.0374999999995,1928.5,5829.5,0,0,0,3000,0,2,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,73,cume_n_infection_daily,3000,3858.2988333333333,718.2676094151009,3892.5,3080.9875,3163,3257,4165.5,4928.5,5654.575000000001,2246,6782.5,0,0,0,3000,0,3,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,74,cume_n_infection_daily,3000,4424.921666666667,821.3156636379226,4469.25,3540.475,3628,3735,4778,5636.05,6464.637500000001,2576,7707,0,0,0,3000,0,4,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,75,cume_n_infection_daily,3000,5040.459333333333,924.0289287498584,5081.75,4019.4875,4139.45,4266,5444.75,6403.55,7334.737500000001,2911,8766,0,0,0,3000,0,5,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,76,cume_n_infection_daily,3000,5689.493666666666,1026.3806948383242,5735.5,4544.9875,4691.450000000001,4830.875,6141.375,7200.2,8253.0125,3380,9820,0,0,0,3000,0,6,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,77,cume_n_infection_daily,3000,6348.313,1126.0669738700626,6406.25,5110,5256.9,5404.5,6841.5,8001.65,9168.112500000001,3838,10873.5,0,0,0,3000,0,7,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,78,cume_n_infection_daily,3000,6977.980833333333,1231.3911119432485,7066.25,5650.3875,5807.5,5945.5,7509.25,8781.349999999999,10085.5375,4271.5,11921,0,0,0,3000,0,8,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,79,cume_n_infection_daily,3000,7507.7643333333335,1359.0480309066807,7626.75,6009.9375,6201,6361.375,8105.625,9497.55,10938.962500000001,4544.5,12959.5,0,0,0,3000,0,9,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,80,cume_n_infection_daily,3000,7897.4765,1498.0548090556395,7900,6143.5,6413.35,6661.5,8607.125,10110.65,11613.6625,4564.5,13936,0,0,0,3000,0,10,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,81,cume_n_infection_daily,3000,8147.664833333333,1631.4916619751193,8039.75,6143.5,6482.5,6807.5,8976.25,10546.65,12192.800000000001,4564.5,14767.5,0,0,0,3000,0,11,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,82,cume_n_infection_daily,3000,8282.62,1743.7916686236308,8042,6143.5,6482.5,6816,9223,10840.7,12525.1375,4564.5,15470.5,0,0,0,3000,0,12,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,83,cume_n_infection_daily,3000,8339.497333333333,1817.0783963437136,8048,6143.5,6482.5,6816,9349,11003.6,12715.762500000003,4564.5,16048,0,0,0,3000,0,13,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,0,2,2x,NA,NA,0,84,cume_n_infection_daily,3000,8357.255,1851.8150061261442,8048,6143.5,6482.5,6816,9349.125,11034.8,12831.025000000001,4564.5,16408,0,0,0,3000,0,14,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,67,cume_n_infection_daily,3000,553.2838333333333,104.40521141860053,549.25,429.5,449,467,604.5,707,808.6125000000004,316,978.5,0,0,0,3000,0,-3,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,68,cume_n_infection_daily,3000,1106.2366666666667,207.75977120157825,1102.5,864.5,899.5,934.5,1205,1414.5,1621.0875000000003,629,1950.5,0,0,0,3000,0,-2,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,69,cume_n_infection_daily,3000,1658.618,310.8050484929788,1655.25,1302.5,1349.9499999999998,1403,1803.125,2122.1,2433.1125,946.5,2905.5,0,0,0,3000,0,-1,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,70,cume_n_infection_daily,3000,2027.9950333333334,380.36446932099153,2022.5,1602.6000000000001,1656.5,1713.95,2207.325,2586.34,2970.65,1131.1,3566.7,0,0,0,3000,0,0,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,71,cume_n_infection_daily,3000,2473.1597333333334,452.04555771221186,2444.8500000000004,1975.7825,2036.38,2099.875,2700.4,3142.91,3574.2775000000006,1387.1,4280.9,0,0,0,3000,0,1,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,72,cume_n_infection_daily,3000,2993.7417666666665,525.8316106192689,2934.5,2422.0775,2485.79,2563.0249999999996,3281.425,3779.93,4253.130000000001,1704.6,5059.7,0,0,0,3000,0,2,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,73,cume_n_infection_daily,3000,3537.3791,618.3191894320144,3499.8999999999996,2862.5975,2941.4,3026.25,3864.325,4475.17,5016.147500000001,2038,5940.2,0,0,0,3000,0,3,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,74,cume_n_infection_daily,3000,4104.001933333333,720.2440775089079,4070.3,3320.48,3408.9700000000003,3503.975,4470.975,5189.36,5844.847499999999,2368,6904.700000000001,0,0,0,3000,0,4,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,75,cume_n_infection_daily,3000,4166.9392,733.3809822266486,4132.299999999999,3369.4975000000004,3457.17,3554.7,4535.799999999999,5268.389999999999,5937.767500000001,2403,7025.6,0,0,0,3000,0,5,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,76,cume_n_infection_daily,3000,4236.667366666667,750.5516536255086,4199.950000000001,3422.9900000000002,3514.1900000000005,3610.95,4613.799999999999,5370.01,6048.2325,2447.8999999999996,7185.0999999999995,0,0,0,3000,0,6,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,77,cume_n_infection_daily,3000,4319.112766666667,772.9023573378065,4277.55,3483.7875000000004,3579.3900000000003,3676.45,4712.75,5475.4000000000005,6177.5250000000005,2485.4,7369.4,0,0,0,3000,0,7,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,78,cume_n_infection_daily,3000,4420.9568,807.0052052088458,4364.9,3566.7975,3661.6900000000005,3756.1749999999997,4830.325,5611.59,6338.197500000001,2532.7999999999997,7666.4,0,0,0,3000,0,8,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,79,cume_n_infection_daily,3000,4534.776233333333,854.8853619243283,4455.299999999999,3641.9875,3741.1899999999996,3834.7,4994.700000000001,5797.1900000000005,6564.215000000001,2578,8068.4,0,0,0,3000,0,9,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,80,cume_n_infection_daily,3000,4643.775533333333,908.342553783017,4527.95,3689.2975,3795.9500000000003,3902.375,5148.8,5965.04,6853.005,2590.6,8462.4,0,0,0,3000,0,10,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,81,cume_n_infection_daily,3000,4732.513666666667,966.5644497833986,4572.1,3713.6974999999998,3825.6699999999996,3943.1500000000005,5278.95,6085.99,7143.759999999999,2590.6,8836.6,0,0,0,3000,0,11,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,82,cume_n_infection_daily,3000,4796.352,1026.1208086448582,4606.25,3713.6974999999998,3827.8900000000003,3958.5,5366.625,6200.969999999999,7356.300000000001,2590.6,9195.5,0,0,0,3000,0,12,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,83,cume_n_infection_daily,3000,4836.192533333333,1078.6955743017838,4630.6,3713.6974999999998,3827.8900000000003,3958.5,5443.049999999999,6343.83,7566.5425000000005,2590.6,9527.6,0,0,0,3000,0,13,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,84,cume_n_infection_daily,3000,4851.3059,1110.028843706239,4630.6,3713.6974999999998,3827.8900000000003,3958.5,5466.775,6435.789999999999,7678.8375000000005,2590.6,9804.7,0,0,0,3000,0,14,Cumulative infectious days
pcr_three_days_before,PCR 3 days before,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,1,1x,NA,NA,0,67,cume_n_infection_daily,1000,305.338,59.87882120774614,297.75,231.5,244,256.5,336.5,393,445.5125,186.5,537.5,0,0,0,1000,0,-3,Cumulative infectious days
pcr_three_days_before,PCR 3 days before,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,1,1x,NA,NA,0,68,cume_n_infection_daily,1000,363.44,74.47120154704004,353.5,272.9875,287.95,303.5,401,474.55,537.05,218.5,663,0,0,0,1000,0,-2,Cumulative infectious days
pcr_three_days_before,PCR 3 days before,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,1,1x,NA,NA,0,69,cume_n_infection_daily,1000,428.1525,93.07024801092352,415.5,315,336,353.5,475.625,569,645.0999999999999,245,802,0,0,0,1000,0,-1,Cumulative infectious days
